EmployeeID,StartDate,EndDate,Amount,PaymentType,HourlyRate,MonthlySalary,HoursWorked
193,2020-03-04,2020-03-11,2599.21,hourly,42.61,,61.0
60,2021-05-19,2021-06-02,7302.2,monthly,,7302.2,
437,2022-07-13,2022-07-27,7806.92,monthly,,7806.92,
376,2022-11-02,2022-11-16,9262.38,monthly,,9262.38,
296,2022-08-31,2022-09-07,1887.92,hourly,35.79,,52.75
401,2021-09-22,2021-10-06,7549.85,hourly,58.3,,129.5
390,2022-09-21,2022-10-05,9005.09,monthly,,9005.09,
383,2020-11-04,2020-11-18,4000.32,hourly,34.56,,115.75
410,2022-05-11,2022-05-18,8185.56,monthly,,8185.56,
291,2020-07-08,2020-07-15,8598.8,monthly,,8598.8,
190,2020-01-01,2020-01-15,2077.97,hourly,22.71,,91.5
63,2020-01-29,2020-02-05,1819.8,hourly,30.33,,60.0
97,2022-06-01,2022-06-15,10355.27,monthly,,10355.27,
101,2021-04-07,2021-04-14,2586.69,hourly,42.06,,61.5
274,2021-03-17,2021-03-24,9506.13,monthly,,9506.13,
291,2022-02-02,2022-02-09,8598.8,monthly,,8598.8,
365,2020-07-15,2020-07-29,10617.52,monthly,,10617.52,
154,2022-04-27,2022-05-04,2605.1,hourly,45.11,,57.75
112,2022-01-19,2022-01-26,1679.5,hourly,33.59,,50.0
211,2021-05-05,2021-05-19,4186.53,hourly,46.26,,90.5
414,2021-03-10,2021-03-17,10323.17,monthly,,10323.17,
336,2020-02-12,2020-02-26,9550.75,monthly,,9550.75,
412,2021-09-22,2021-10-06,6184.27,hourly,62.31,,99.25
330,2020-07-15,2020-07-29,4822.03,hourly,52.13,,92.5
67,2020-02-05,2020-02-12,5786.05,monthly,,5786.05,
441,2021-07-28,2021-08-04,3058.72,hourly,47.98,,63.75
231,2022-06-15,2022-06-29,9094.26,monthly,,9094.26,
178,2022-06-29,2022-07-13,5740.97,hourly,43.41,,132.25
400,2021-06-16,2021-06-30,8641.56,monthly,,8641.56,
272,2021-02-17,2021-02-24,9240.21,monthly,,9240.21,
433,2020-02-19,2020-02-26,8492.45,monthly,,8492.45,
171,2021-01-13,2021-01-20,1063.68,hourly,22.16,,48.0
63,2020-05-13,2020-05-20,1630.24,hourly,30.33,,53.75
134,2020-03-04,2020-03-11,3211.09,hourly,50.37,,63.75
35,2020-12-16,2020-12-23,1452.62,hourly,28.07,,51.75
471,2022-02-23,2022-03-09,4536.77,hourly,50.13,,90.5
207,2022-09-28,2022-10-05,2894.97,hourly,44.03,,65.75
156,2020-03-11,2020-03-25,5265.36,hourly,51.12,,103.0
109,2022-10-05,2022-10-19,4307.05,hourly,45.1,,95.5
459,2021-02-24,2021-03-10,2876.4,hourly,28.2,,102.0
477,2020-04-08,2020-04-22,8254.12,hourly,63.25,,130.5
272,2020-09-30,2020-10-07,9240.21,monthly,,9240.21,
200,2022-02-16,2022-02-23,2641.58,hourly,39.28,,67.25
168,2020-02-26,2020-03-11,4036.06,hourly,44.97,,89.75
188,2022-01-12,2022-01-26,4586.29,hourly,34.29,,133.75
358,2020-10-21,2020-11-04,9243.71,hourly,71.38,,129.5
49,2021-03-10,2021-03-24,2202.9,hourly,20.98,,105.0
398,2021-07-28,2021-08-11,4947.95,hourly,42.2,,117.25
159,2020-01-29,2020-02-12,2185.95,hourly,22.42,,97.5
427,2020-07-29,2020-08-12,6870.0,hourly,57.25,,120.0
185,2021-01-13,2021-01-27,9792.83,monthly,,9792.83,
296,2022-07-13,2022-07-20,2335.3,hourly,35.79,,65.25
388,2022-05-18,2022-06-01,2880.12,hourly,26.98,,106.75
79,2020-01-15,2020-01-22,6168.56,monthly,,6168.56,
453,2022-08-24,2022-09-07,7765.6,monthly,,7765.6,
177,2022-04-20,2022-04-27,10451.46,monthly,,10451.46,
410,2020-04-01,2020-04-08,8185.56,monthly,,8185.56,
231,2021-12-01,2021-12-15,9094.26,monthly,,9094.26,
472,2021-03-17,2021-03-24,2146.44,hourly,46.16,,46.5
433,2021-11-03,2021-11-10,8492.45,monthly,,8492.45,
189,2020-07-15,2020-07-22,2671.2,hourly,55.65,,48.0
310,2020-09-23,2020-10-07,4495.35,hourly,49.81,,90.25
18,2021-11-24,2021-12-01,1500.19,hourly,31.75,,47.25
75,2021-08-11,2021-08-18,307.83,hourly,6.62,,46.5
183,2021-06-09,2021-06-16,896.17,hourly,13.63,,65.75
431,2021-05-12,2021-05-19,2225.31,hourly,38.87,,57.25
423,2021-12-15,2021-12-29,6889.73,hourly,64.39,,107.0
180,2021-08-18,2021-08-25,9750.61,monthly,,9750.61,
366,2020-11-25,2020-12-02,823.25,hourly,15.46,,53.25
188,2022-07-13,2022-07-27,6858.0,hourly,34.29,,200.0
327,2021-10-20,2021-11-03,3059.53,hourly,32.81,,93.25
269,2020-10-21,2020-11-04,7748.21,monthly,,7748.21,
155,2021-03-10,2021-03-17,1401.74,hourly,25.72,,54.5
286,2020-02-12,2020-02-26,7647.43,monthly,,7647.43,
424,2022-11-16,2022-11-30,6540.3,hourly,30.96,,211.25
273,2022-02-09,2022-02-16,1456.01,hourly,23.02,,63.25
36,2022-09-07,2022-09-21,5969.04,hourly,52.36,,114.0
468,2020-05-20,2020-06-03,6402.24,hourly,56.16,,114.0
409,2020-07-15,2020-07-29,9039.77,monthly,,9039.77,
398,2022-08-10,2022-08-24,5021.8,hourly,42.2,,119.0
466,2020-01-29,2020-02-12,10366.79,monthly,,10366.79,
305,2020-02-26,2020-03-11,3150.86,hourly,34.53,,91.25
460,2022-06-15,2022-06-22,9889.48,monthly,,9889.48,
121,2020-04-08,2020-04-15,3949.75,hourly,61.0,,64.75
21,2021-04-07,2021-04-21,1539.98,hourly,12.86,,119.75
440,2020-11-18,2020-12-02,10996.35,monthly,,10996.35,
265,2021-01-13,2021-01-27,6923.78,monthly,,6923.78,
301,2021-08-25,2021-09-08,4915.45,hourly,44.89,,109.5
367,2020-01-01,2020-01-15,4697.22,hourly,38.82,,121.0
232,2021-03-31,2021-04-07,451.13,hourly,7.88,,57.25
197,2021-02-10,2021-02-17,2399.53,hourly,46.82,,51.25
394,2021-05-19,2021-05-26,919.3,hourly,15.85,,58.0
27,2021-03-31,2021-04-07,2694.4,hourly,48.33,,55.75
378,2021-06-16,2021-06-30,7724.84,monthly,,7724.84,
218,2021-10-06,2021-10-13,8313.41,monthly,,8313.41,
375,2021-11-03,2021-11-17,10199.78,monthly,,10199.78,
144,2022-06-15,2022-06-29,3077.41,hourly,32.14,,95.75
472,2020-12-16,2020-12-23,2146.44,hourly,46.16,,46.5
332,2020-04-15,2020-04-22,4000.44,hourly,75.48,,53.0
256,2020-05-20,2020-06-03,3900.22,hourly,26.22,,148.75
272,2021-03-03,2021-03-10,9240.21,monthly,,9240.21,
72,2020-02-12,2020-02-26,7753.34,monthly,,7753.34,
221,2020-08-26,2020-09-09,5631.94,hourly,42.91,,131.25
487,2021-11-03,2021-11-10,6734.77,hourly,102.43,,65.75
220,2020-10-07,2020-10-21,7667.05,hourly,66.67,,115.0
457,2020-11-18,2020-12-02,2157.74,hourly,22.36,,96.5
291,2021-05-19,2021-05-26,8598.8,monthly,,8598.8,
407,2022-11-30,2022-12-14,6758.79,hourly,60.89,,111.0
199,2022-12-28,2023-01-04,604.01,hourly,11.29,,53.5
20,2021-11-24,2021-12-01,8646.73,monthly,,8646.73,
99,2022-01-12,2022-01-26,8223.2,monthly,,8223.2,
255,2020-03-11,2020-03-25,10483.9,monthly,,10483.9,
484,2020-05-20,2020-05-27,1527.43,hourly,26.68,,57.25
116,2022-07-27,2022-08-03,2518.03,hourly,42.86,,58.75
48,2020-10-07,2020-10-21,10798.1,monthly,,10798.1,
201,2022-05-18,2022-06-01,9519.07,monthly,,9519.07,
235,2022-01-12,2022-01-19,2735.81,hourly,45.22,,60.5
420,2022-06-01,2022-06-15,8818.06,monthly,,8818.06,
104,2020-08-26,2020-09-09,7445.87,monthly,,7445.87,
298,2021-03-24,2021-03-31,2653.88,hourly,47.18,,56.25
418,2022-04-20,2022-05-04,4675.65,hourly,36.6,,127.75
89,2022-11-30,2022-12-14,4548.08,hourly,34.39,,132.25
446,2020-06-10,2020-06-17,5753.25,monthly,,5753.25,
170,2021-07-07,2021-07-14,2289.59,hourly,43.82,,52.25
90,2021-03-24,2021-04-07,3223.4,hourly,28.4,,113.5
173,2022-03-09,2022-03-23,3699.96,hourly,28.03,,132.0
141,2020-05-13,2020-05-20,3222.06,hourly,51.76,,62.25
459,2020-02-26,2020-03-11,3179.55,hourly,28.2,,112.75
389,2021-07-14,2021-07-28,7539.66,monthly,,7539.66,
308,2021-04-07,2021-04-21,4385.13,hourly,37.56,,116.75
307,2021-01-13,2021-01-27,10121.67,monthly,,10121.67,
274,2020-10-07,2020-10-14,9506.13,monthly,,9506.13,
393,2022-09-07,2022-09-21,8595.54,monthly,,8595.54,
292,2021-07-14,2021-07-28,5906.9,monthly,,5906.9,
474,2021-06-09,2021-06-16,7200.16,monthly,,7200.16,
312,2020-10-07,2020-10-21,9709.99,monthly,,9709.99,
62,2022-06-01,2022-06-15,9579.8,monthly,,9579.8,
477,2021-04-07,2021-04-21,6894.25,hourly,63.25,,109.0
219,2020-08-12,2020-08-26,6063.9,monthly,,6063.9,
96,2020-08-12,2020-08-19,1665.99,hourly,31.14,,53.5
161,2020-10-07,2020-10-21,4236.88,hourly,40.16,,105.5
294,2022-01-26,2022-02-09,7811.0,hourly,42.8,,182.5
19,2020-12-02,2020-12-09,2257.76,hourly,21.35,,105.75
190,2022-06-15,2022-06-29,3193.72,hourly,26.34,,121.25
335,2021-02-17,2021-02-24,993.52,hourly,20.38,,48.75
154,2020-08-26,2020-09-02,2424.66,hourly,45.11,,53.75
15,2020-05-06,2020-05-13,1744.89,hourly,35.61,,49.0
389,2022-09-21,2022-10-05,7539.66,monthly,,7539.66,
11,2021-01-20,2021-01-27,2077.9,hourly,35.07,,59.25
423,2022-12-14,2022-12-28,13650.68,hourly,64.39,,212.0
235,2020-11-11,2020-11-18,2446.8,hourly,40.78,,60.0
381,2020-01-29,2020-02-12,10203.16,monthly,,10203.16,
372,2021-06-16,2021-06-30,1343.09,hourly,11.73,,114.5
342,2020-12-16,2020-12-30,6532.0,hourly,55.71,,117.25
170,2020-03-18,2020-03-25,2667.81,hourly,40.73,,65.5
132,2021-12-01,2021-12-15,6771.86,monthly,,6771.86,
10,2021-06-16,2021-06-23,2338.49,hourly,43.71,,53.5
45,2020-04-22,2020-04-29,9588.0,monthly,,9588.0,
148,2021-02-10,2021-02-17,1785.77,hourly,58.55,,30.5
236,2021-04-21,2021-05-05,7289.77,hourly,54.3,,134.25
430,2020-01-29,2020-02-12,4102.24,hourly,43.41,,94.5
76,2020-12-02,2020-12-09,8526.27,monthly,,8526.27,
172,2021-06-23,2021-06-30,3132.3,hourly,47.28,,66.25
47,2021-05-05,2021-05-19,4231.03,hourly,42.63,,99.25
294,2022-11-16,2022-11-30,5189.5,hourly,42.8,,121.25
345,2021-09-22,2021-10-06,7685.1,monthly,,7685.1,
377,2021-06-16,2021-06-30,9180.17,monthly,,9180.17,
269,2022-06-29,2022-07-13,7748.21,monthly,,7748.21,
64,2022-10-19,2022-11-02,9623.02,hourly,57.97,,166.0
233,2021-08-11,2021-08-25,4951.59,hourly,49.64,,99.75
447,2020-07-01,2020-07-08,8536.05,monthly,,8536.05,
380,2020-08-12,2020-08-26,6505.68,hourly,63.47,,102.5
115,2020-11-18,2020-12-02,7161.02,monthly,,7161.02,
140,2020-11-11,2020-11-18,10251.54,monthly,,10251.54,
95,2021-02-10,2021-02-24,9670.22,monthly,,9670.22,
65,2021-09-08,2021-09-15,2399.67,hourly,52.74,,45.5
385,2021-01-06,2021-01-13,778.54,hourly,15.97,,48.75
264,2020-04-29,2020-05-06,2796.08,hourly,52.02,,53.75
30,2021-07-28,2021-08-11,10000.11,monthly,,10000.11,
448,2021-11-17,2021-12-01,5988.52,hourly,48.49,,123.5
344,2020-01-29,2020-02-05,3130.55,hourly,50.29,,62.25
354,2021-04-07,2021-04-21,7977.49,monthly,,7977.49,
370,2020-01-01,2020-01-15,7509.08,monthly,,7509.08,
339,2020-06-24,2020-07-01,1897.4,hourly,21.2,,89.5
322,2021-04-07,2021-04-21,7819.85,monthly,,7819.85,
226,2022-11-30,2022-12-14,6160.36,hourly,61.45,,100.25
178,2021-03-24,2021-04-07,4355.3,hourly,38.8,,112.25
73,2020-05-20,2020-06-03,6862.98,monthly,,6862.98,
183,2021-01-13,2021-01-20,793.95,hourly,13.63,,58.25
411,2020-07-15,2020-07-22,2883.12,hourly,53.89,,53.5
39,2021-08-04,2021-08-11,679.73,hourly,28.03,,24.25
180,2021-05-19,2021-05-26,9750.61,monthly,,9750.61,
146,2020-06-03,2020-06-17,7948.38,monthly,,7948.38,
499,2021-11-17,2021-12-01,3221.57,hourly,28.7,,112.25
97,2021-01-27,2021-02-10,10355.27,monthly,,10355.27,
130,2020-08-12,2020-08-26,3084.48,hourly,24.48,,126.0
170,2021-02-24,2021-03-03,2576.17,hourly,40.73,,63.25
358,2022-06-29,2022-07-13,8756.16,hourly,77.66,,112.75
254,2021-07-14,2021-07-21,1582.55,hourly,31.81,,49.75
92,2020-05-06,2020-05-20,5250.02,hourly,43.21,,121.5
441,2020-10-07,2020-10-14,2986.75,hourly,47.98,,62.25
323,2022-08-31,2022-09-07,2063.67,hourly,44.62,,46.25
380,2020-05-20,2020-06-03,6410.47,hourly,63.47,,101.0
379,2020-12-30,2021-01-13,8379.52,monthly,,8379.52,
27,2020-05-27,2020-06-03,2285.24,hourly,44.59,,51.25
231,2020-11-18,2020-12-02,9094.26,monthly,,9094.26,
77,2020-06-03,2020-06-10,3652.69,hourly,61.91,,59.0
52,2020-10-21,2020-11-04,3721.91,hourly,33.99,,109.5
296,2020-09-02,2020-09-09,1692.0,hourly,33.84,,50.0
424,2022-08-24,2022-09-07,2863.8,hourly,30.96,,92.5
468,2022-04-06,2022-04-20,7608.22,hourly,63.27,,120.25
401,2022-07-27,2022-08-10,5582.22,hourly,58.3,,95.75
417,2022-04-20,2022-05-04,9034.58,monthly,,9034.58,
11,2020-01-22,2020-01-29,1981.45,hourly,35.07,,56.5
59,2020-02-12,2020-02-19,2331.51,hourly,42.78,,54.5
494,2020-12-02,2020-12-16,8771.13,monthly,,8771.13,
103,2022-04-06,2022-04-13,1725.12,hourly,37.3,,46.25
2,2020-07-08,2020-07-15,1744.63,hourly,33.39,,52.25
463,2021-05-05,2021-05-12,1772.01,hourly,35.98,,49.25
432,2021-08-25,2021-09-08,9187.83,monthly,,9187.83,
420,2021-06-02,2021-06-16,8818.06,monthly,,8818.06,
18,2022-06-29,2022-07-06,1809.75,hourly,31.75,,57.0
181,2020-02-12,2020-02-26,6591.03,hourly,52.94,,124.5
377,2020-05-06,2020-05-20,9180.17,monthly,,9180.17,
99,2021-06-16,2021-06-30,8223.2,monthly,,8223.2,
125,2020-08-05,2020-08-12,2508.32,hourly,41.12,,61.0
414,2021-11-24,2021-12-01,10323.17,monthly,,10323.17,
229,2021-03-24,2021-04-07,5275.12,hourly,40.5,,130.25
6,2020-07-29,2020-08-05,4242.12,hourly,73.14,,58.0
423,2022-10-05,2022-10-19,6213.64,hourly,64.39,,96.5
309,2020-06-03,2020-06-17,3136.77,hourly,34.47,,91.0
254,2020-10-21,2020-10-28,1646.17,hourly,31.81,,51.75
167,2020-09-16,2020-09-23,1827.8,hourly,29.6,,61.75
218,2020-05-06,2020-05-13,8313.41,monthly,,8313.41,
182,2022-02-02,2022-02-09,1778.5,hourly,32.19,,55.25
396,2022-02-23,2022-03-02,8719.32,monthly,,8719.32,
439,2020-12-23,2020-12-30,1808.53,hourly,31.59,,57.25
83,2021-06-16,2021-06-30,9655.0,monthly,,9655.0,
202,2022-11-30,2022-12-07,11112.33,monthly,,11112.33,
497,2020-01-29,2020-02-12,6597.55,monthly,,6597.55,
431,2020-10-28,2020-11-04,2418.9,hourly,36.65,,66.0
2,2020-12-02,2020-12-09,1602.72,hourly,33.39,,48.0
156,2020-10-07,2020-10-21,5597.64,hourly,51.12,,109.5
5,2022-03-09,2022-03-23,7588.72,monthly,,7588.72,
436,2020-12-16,2020-12-30,7727.81,monthly,,7727.81,
333,2020-07-01,2020-07-15,8478.32,monthly,,8478.32,
434,2021-04-07,2021-04-21,5708.53,hourly,50.63,,112.75
487,2020-12-16,2020-12-23,5198.08,hourly,90.01,,57.75
114,2022-07-27,2022-08-03,8150.24,monthly,,8150.24,
237,2022-12-14,2022-12-28,8314.37,monthly,,8314.37,
484,2021-09-15,2021-09-22,1694.18,hourly,26.68,,63.5
276,2020-12-02,2020-12-09,1819.2,hourly,37.9,,48.0
162,2021-11-17,2021-12-01,9930.31,monthly,,9930.31,
285,2020-12-30,2021-01-13,2764.8,hourly,25.6,,108.0
304,2020-06-17,2020-07-01,8606.51,hourly,70.69,,121.75
303,2022-08-03,2022-08-10,1885.48,hourly,29.81,,63.25
354,2020-11-04,2020-11-18,7977.49,monthly,,7977.49,
308,2022-03-23,2022-04-06,3821.73,hourly,37.56,,101.75
442,2021-03-03,2021-03-10,7523.84,monthly,,7523.84,
361,2022-03-23,2022-04-06,10170.71,monthly,,10170.71,
150,2020-01-15,2020-01-22,3286.18,hourly,49.98,,65.75
433,2020-09-02,2020-09-09,8492.45,monthly,,8492.45,
40,2020-01-01,2020-01-15,7643.77,monthly,,7643.77,
33,2021-08-25,2021-09-08,2969.95,hourly,32.37,,91.75
122,2021-06-16,2021-06-30,8987.02,monthly,,8987.02,
342,2020-11-04,2020-11-18,7033.39,hourly,55.71,,126.25
395,2021-12-01,2021-12-15,2905.25,hourly,29.57,,98.25
287,2021-10-13,2021-10-20,2886.0,hourly,31.2,,92.5
266,2020-12-30,2021-01-06,894.45,hourly,17.8,,50.25
200,2020-09-16,2020-09-23,2032.74,hourly,39.28,,51.75
103,2021-02-10,2021-02-17,1855.67,hourly,37.3,,49.75
29,2020-04-22,2020-04-29,2670.85,hourly,41.09,,65.0
354,2022-07-27,2022-08-10,7977.49,monthly,,7977.49,
103,2022-06-15,2022-06-22,2293.95,hourly,37.3,,61.5
274,2020-03-18,2020-03-25,8877.88,monthly,,8877.88,
351,2021-02-24,2021-03-10,11741.06,monthly,,11741.06,
219,2021-01-13,2021-01-27,6063.9,monthly,,6063.9,
313,2020-10-07,2020-10-21,8080.57,monthly,,8080.57,
225,2021-08-11,2021-08-18,1261.57,hourly,27.88,,45.25
394,2020-04-15,2020-04-22,911.38,hourly,15.85,,57.5
474,2020-06-10,2020-06-17,7200.16,monthly,,7200.16,
447,2020-04-29,2020-05-06,8536.05,monthly,,8536.05,
155,2021-02-24,2021-03-03,1157.4,hourly,25.72,,45.0
383,2022-04-06,2022-04-20,4605.12,hourly,34.56,,133.25
168,2020-08-26,2020-09-09,5587.52,hourly,44.97,,124.25
141,2021-05-19,2021-05-26,2549.18,hourly,51.76,,49.25
352,2021-07-14,2021-07-21,8958.48,monthly,,8958.48,
285,2021-09-08,2021-09-22,3744.88,hourly,28.21,,132.75
180,2021-04-14,2021-04-21,9750.61,monthly,,9750.61,
423,2022-03-23,2022-04-06,5859.49,hourly,64.39,,91.0
125,2021-10-20,2021-10-27,2395.24,hourly,41.12,,58.25
438,2022-06-15,2022-06-29,10995.34,monthly,,10995.34,
12,2021-08-04,2021-08-11,2340.53,hourly,39.67,,59.0
67,2020-05-27,2020-06-03,5786.05,monthly,,5786.05,
144,2020-04-08,2020-04-22,3511.3,hourly,32.14,,109.25
48,2021-12-29,2022-01-12,10798.1,monthly,,10798.1,
135,2022-05-25,2022-06-01,941.32,hourly,16.16,,58.25
454,2022-07-13,2022-07-20,6963.11,monthly,,6963.11,
217,2021-08-04,2021-08-11,1818.3,hourly,38.28,,47.5
8,2020-10-21,2020-10-28,1019.2,hourly,22.4,,45.5
25,2020-11-11,2020-11-18,1344.42,hourly,27.72,,48.5
257,2020-02-12,2020-02-19,2033.9,hourly,37.84,,53.75
455,2020-09-23,2020-10-07,4042.51,hourly,32.47,,124.5
226,2022-09-21,2022-10-05,7051.39,hourly,61.45,,114.75
151,2022-11-02,2022-11-16,7974.82,monthly,,7974.82,
85,2020-09-23,2020-10-07,2842.07,hourly,24.66,,115.25
273,2021-02-10,2021-02-17,1254.59,hourly,23.02,,54.5
499,2022-01-12,2022-01-26,3937.64,hourly,33.02,,119.25
432,2020-04-08,2020-04-22,9187.83,monthly,,9187.83,
112,2021-10-20,2021-10-27,1721.49,hourly,33.59,,51.25
131,2021-01-13,2021-01-27,9029.63,monthly,,9029.63,
266,2020-04-01,2020-04-08,876.65,hourly,17.8,,49.25
3,2021-02-24,2021-03-10,4983.88,hourly,41.36,,120.5
351,2021-08-11,2021-08-25,11741.06,monthly,,11741.06,
282,2022-02-09,2022-02-16,1314.06,hourly,36.25,,36.25
291,2022-03-09,2022-03-16,8598.8,monthly,,8598.8,
434,2022-05-04,2022-05-18,6656.27,hourly,57.63,,115.5
406,2021-11-17,2021-12-01,7130.52,monthly,,7130.52,
265,2021-08-25,2021-09-08,6923.78,monthly,,6923.78,
10,2022-06-01,2022-06-08,2364.0,hourly,48.0,,49.25
157,2020-07-15,2020-07-22,7436.85,monthly,,7436.85,
185,2020-02-12,2020-02-26,9792.83,monthly,,9792.83,
8,2022-02-02,2022-02-09,1433.6,hourly,22.4,,64.0
434,2021-10-20,2021-11-03,4657.96,hourly,50.63,,92.0
149,2020-05-06,2020-05-20,4179.84,hourly,37.32,,112.0
251,2022-07-13,2022-07-27,9626.88,monthly,,9626.88,
64,2021-01-27,2021-02-10,10936.24,hourly,52.96,,206.5
490,2020-10-28,2020-11-04,3074.4,hourly,54.9,,56.0
218,2021-08-04,2021-08-11,8313.41,monthly,,8313.41,
436,2021-07-14,2021-07-28,7727.81,monthly,,7727.81,
59,2022-03-30,2022-04-06,2538.43,hourly,47.67,,53.25
46,2021-07-14,2021-07-21,2200.25,hourly,33.85,,65.0
120,2021-06-16,2021-06-30,4033.83,hourly,35.23,,114.5
431,2021-12-29,2022-01-05,2254.46,hourly,38.87,,58.0
449,2020-06-03,2020-06-17,7907.95,monthly,,7907.95,
1,2022-05-04,2022-05-11,10574.57,monthly,,10574.57,
431,2020-10-07,2020-10-14,2171.51,hourly,36.65,,59.25
16,2020-04-08,2020-04-15,2382.24,hourly,49.63,,48.0
423,2022-01-12,2022-01-26,5859.49,hourly,64.39,,91.0
115,2022-04-06,2022-04-20,7161.02,monthly,,7161.02,
452,2021-05-12,2021-05-19,2607.6,hourly,50.88,,51.25
291,2020-09-16,2020-09-23,8598.8,monthly,,8598.8,
271,2022-09-14,2022-09-21,1806.99,hourly,39.07,,46.25
32,2020-03-18,2020-03-25,9083.02,monthly,,9083.02,
262,2022-04-06,2022-04-20,6586.92,hourly,51.36,,128.25
170,2020-06-24,2020-07-01,2168.87,hourly,40.73,,53.25
357,2021-12-01,2021-12-15,10136.35,monthly,,10136.35,
236,2022-04-20,2022-05-04,5063.47,hourly,54.3,,93.25
420,2021-04-21,2021-05-05,8818.06,monthly,,8818.06,
117,2022-03-23,2022-04-06,6053.65,hourly,59.06,,102.5
174,2020-05-13,2020-05-20,4673.75,hourly,74.78,,62.5
276,2021-01-06,2021-01-13,1733.92,hourly,37.9,,45.75
248,2021-05-19,2021-06-02,7844.14,monthly,,7844.14,
134,2021-03-10,2021-03-17,3085.16,hourly,50.37,,61.25
458,2021-02-10,2021-02-24,8843.67,monthly,,8843.67,
151,2022-08-24,2022-09-07,7974.82,monthly,,7974.82,
303,2020-11-04,2020-11-11,1609.74,hourly,29.81,,54.0
307,2020-10-07,2020-10-21,10121.67,monthly,,10121.67,
227,2020-01-15,2020-01-29,4991.62,hourly,39.15,,127.5
302,2022-10-05,2022-10-19,8955.63,monthly,,8955.63,
204,2021-04-21,2021-05-05,3989.5,hourly,31.6,,126.25
87,2022-07-27,2022-08-10,7439.49,monthly,,7439.49,
297,2020-07-15,2020-07-22,1711.3,hourly,31.4,,54.5
254,2022-06-08,2022-06-15,1574.6,hourly,31.81,,49.5
332,2020-09-30,2020-10-07,4849.59,hourly,75.48,,64.25
427,2020-07-15,2020-07-29,5281.31,hourly,57.25,,92.25
475,2021-03-10,2021-03-24,4455.48,hourly,41.64,,107.0
500,2020-08-26,2020-09-09,3868.16,hourly,34.77,,111.25
451,2020-05-13,2020-05-20,8830.14,monthly,,8830.14,
332,2021-01-27,2021-02-03,1434.12,hourly,75.48,,19.0
120,2021-12-29,2022-01-12,3205.93,hourly,35.23,,91.0
39,2022-11-23,2022-11-30,1682.91,hourly,30.46,,55.25
11,2021-06-09,2021-06-16,2297.09,hourly,35.07,,65.5
454,2021-05-26,2021-06-02,6963.11,monthly,,6963.11,
172,2021-07-28,2021-08-04,2943.18,hourly,47.28,,62.25
133,2020-06-10,2020-06-17,7886.64,monthly,,7886.64,
223,2020-10-07,2020-10-21,7659.79,monthly,,7659.79,
500,2020-08-12,2020-08-26,1503.8,hourly,34.77,,43.25
230,2020-08-26,2020-09-09,645.19,hourly,5.55,,116.25
274,2022-10-05,2022-10-12,9506.13,monthly,,9506.13,
12,2022-06-29,2022-07-06,2043.01,hourly,39.67,,51.5
166,2022-03-23,2022-04-06,5605.49,hourly,42.79,,131.0
291,2020-03-18,2020-03-25,8598.8,monthly,,8598.8,
303,2021-02-10,2021-02-17,1401.07,hourly,29.81,,47.0
315,2020-06-03,2020-06-10,2480.29,hourly,51.14,,48.5
127,2020-05-20,2020-05-27,1517.39,hourly,28.63,,53.0
199,2022-10-05,2022-10-12,660.46,hourly,11.29,,58.5
58,2021-06-09,2021-06-16,1742.82,hourly,28.11,,62.0
171,2021-04-21,2021-04-28,1434.86,hourly,22.16,,64.75
361,2021-08-11,2021-08-25,9124.74,monthly,,9124.74,
83,2020-04-08,2020-04-22,9655.0,monthly,,9655.0,
57,2021-07-14,2021-07-28,8421.77,monthly,,8421.77,
124,2020-02-12,2020-02-26,6219.26,hourly,58.26,,106.75
302,2022-07-27,2022-08-10,8955.63,monthly,,8955.63,
42,2020-09-16,2020-09-23,2365.28,hourly,40.26,,58.75
179,2022-05-04,2022-05-18,10533.28,monthly,,10533.28,
358,2021-10-06,2021-10-20,11742.01,hourly,71.38,,164.5
394,2021-11-17,2021-11-24,924.71,hourly,17.53,,52.75
173,2020-11-18,2020-12-02,2732.93,hourly,28.03,,97.5
396,2020-10-21,2020-10-28,8719.32,monthly,,8719.32,
76,2020-05-20,2020-05-27,7808.03,monthly,,7808.03,
298,2020-07-22,2020-07-29,2547.72,hourly,47.18,,54.0
290,2020-05-13,2020-05-20,2215.83,hourly,38.04,,58.25
433,2020-08-05,2020-08-12,8492.45,monthly,,8492.45,
293,2020-06-10,2020-06-17,2554.68,hourly,48.43,,52.75
224,2020-08-12,2020-08-26,5040.96,hourly,52.51,,96.0
434,2021-12-15,2021-12-29,5999.66,hourly,50.63,,118.5
200,2021-08-04,2021-08-11,2013.1,hourly,39.28,,51.25
226,2021-02-10,2021-02-24,5912.02,hourly,56.71,,104.25
177,2020-07-22,2020-07-29,10451.46,monthly,,10451.46,
171,2020-08-19,2020-08-26,1263.12,hourly,22.16,,57.0
352,2020-10-14,2020-10-21,7974.53,monthly,,7974.53,
287,2022-03-09,2022-03-16,2074.8,hourly,31.2,,66.5
200,2022-01-12,2022-01-19,2150.58,hourly,39.28,,54.75
275,2021-02-10,2021-02-24,9163.59,monthly,,9163.59,
477,2020-09-09,2020-09-23,6831.0,hourly,63.25,,108.0
243,2021-12-29,2022-01-12,4367.91,hourly,36.86,,118.5
460,2022-11-16,2022-11-23,9889.48,monthly,,9889.48,
450,2021-04-07,2021-04-21,1958.52,hourly,17.18,,114.0
344,2020-06-24,2020-07-01,2703.09,hourly,50.29,,53.75
